name,clalit,clalit_treatments,harel,harel_treatments
רוזנר מרדכי,True,"ציסטה דרמואידית/רסקציה של עפעף
לייזר - לקטרקט משני - יאג קפסולוט
כלזיון,נבוס/גרנולומה לחמית/עפע
עפעפיים - פטוסיס וצניחה - 2 עיניים
עפעף - פטוסיס ותיקון צניחה
ציסטה דרמואידית/רסקציה של עפעף
לייזר - לקטרקט משני - יאג קפסולוט
כלזיון,נבוס/גרנולומה לחמית/עפע
",,
מרום דן,True,"רחם + שחלות - כריתה בחתך
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה גרידה + פוליפ
רחם - כריתת גוש בחתך (מיומה)
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה אבחנתית + גרידה
רחם היסטרוסקופיה גרידה + פוליפ
",True,"גניקולוגיה
"
חגית פרטי נגר,,,True,"כירורגיה   כללית,כירורגית  ילדים
"
עדו נחמני,,,True,"כירורגיה   כללית
"
מרק מרדכי הוכנברג,,,True,"צינתורים,רדיולוגיה פולשנית,השתלת קוצבי לב,קרדיולוגיה
"
חנה לייבה,,,True,"עיניים
"
נועם פרט,,,True,"אף אוזן גרון
"
ליסק אריה,True,"רחם - כריתה בטנית
רחם( - + שחלות) - כריתה בלפרוסקופ
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופי ניתוחי + היסט' ניתוחית
שלפוחית - אי נקיטה בשיטת T.V.T
רחם - כריתה בלפרסקופ(שיטת SUB)
רחם - כריתת גוש בחתך (מיומה)
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
בלוטת ברטוליני - ניקוז
רחם היסטרו שרירן/ספטום/אבלציה
שחלה/ות - לפרוסקופיה ניתוחית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
לפרוסקופיה צריבה לאנדומטריוזיס
מיומה - כריתה בגישה לפרסקופית
רחם היסטרוסקופיה גרידה + פוליפ
רחם - כריתה בטנית
רחם( - + שחלות) - כריתה בלפרוסקופ
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופי ניתוחי + היסט' ניתוחית
שלפוחית - אי נקיטה בשיטת T.V.T
רחם - כריתה בלפרסקופ(שיטת SUB)
",True,"גניקולוגיה
"
עדה רוזן,,,True,"כירורגיה   כללית
"
ערבות דן,True,"ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים
",,
ברקמן נוויל,True,"ריאה - ביופסיה דרך ברונכוסקופיה
",,
ליבנר אפרים,True,"מפרק ברך/ירך - השתלה מלאה
ברך - ארטרוסקופיה באשפוז לילה
ברך ארטרוסקופיה טיפולי/אבחנתי
מפרק ברך/ירך - השתלה מלאה
ברך - ארטרוסקופיה באשפוז לילה
ברך ארטרוסקופיה טיפולי/אבחנתי
",,
לבנשטיין ענת,True,"ויטרקטומי לסוגיו - ניתוחי
ויטרקטומי לסוגיו - ניתוחי
",True,"עיניים
"
שפירא עוז,True,"ניתוח לב מעקפים
ניתוח לב מעקפים
",,
שטיין אבי,True,"פרוסטטה סגורה + שלפוחית שתן
פין - תיקון ברית
שופכה - ניתוח דרך ציסטוסקופ
שופכה - הרחבת פתח
אשכים - תיקון הידרוצלה
ורדי הזרע - וריקוצלה בחתך צד 1
אשך טמיר - חד צדדי
ציסטוסקופיה אבחנתית
ציסטוסקופיה בהרדמה לביופסיה
ערמונית - פרוסטטה פתוחה S.P.P
שלפוחית השתן - הסרת גידול TURT
פרוסטטה סגורה + שלפוחית שתן
פין - תיקון ברית
שופכה - הרחבת פתח
אשכים - תיקון הידרוצלה
ורדי הזרע - וריקוצלה בחתך צד 1
ציסטוסקופיה אבחנתית
בקע - הרניה ילדים עד גיל 15
ערמונית - פרוסטטה פתוחה S.P.P
ערמונית - פרוסטטה סגורה T.U.R.P
שלפוחית השתן - הסרת גידול TURT
פרוסטטה סגורה + שלפוחית שתן
פין - תיקון ברית
שופכה - ניתוח דרך ציסטוסקופ
שופכה - הרחבת פתח
",True,"אורולוגיה
"
טל ציון,True,"רחם - כריתה בטנית
רחם - כריתה רדיקלית בחתך
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
שלפוחית - אי נקיטה בשיטת T.V.T
רחם היסטרו שרירן/ספטום/אבלציה
רחם - כריתה בטנית
רחם - כריתה רדיקלית בחתך
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
שלפוחית - אי נקיטה בשיטת T.V.T
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה אבחנתית + גרידה
רחם היסטרוסקופיה גרידה + פוליפ
",,
פרט נעם,True,"שקד שלישי + כפתורים - כריתה
בלוטת הרוק - תת ליסתית - כריתה
שקדים + שקד שלישי + כפתורים
אף - תיקון מחיצה + קונכיות
שקדים + שקד שלישי
בלוטת יותרת המגן - כריתה
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
גרון לרינגוסקופיה +  - הוצאת גוש
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי
בלוטת יותרת המגן - כריתה
שקדים - כריתה
שקדים + שקד שלישי
בלוטת יותרת המגן - כריתה
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
",,
רון גרינברג,,,True,"כירורגיה   כללית
"
שלמה ללצוק,,,True,"כירורגיה   כללית
"
גלעד ליטוין,,,True,"עיניים
"
חני ורבין לבקוביץ,,,True,"עיניים
"
מזרחי סולי,True,"פילונידל - סינוס/פיסטולקטומי
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
הוצאת גוש
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
קיבה - קיצור בלפרסקופ (טבעת)
בקע - הרניה ילדים עד גיל 15
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
וריד הספנה + ורידים רגל אחת
שד - כריתה
טחורים + פיסטולה(פילונידל סינוס)
מפשעה - כריתת גוש
קיבה - קיצור בלפרסקופ (טבעת)
בקע - הרניה ילדים עד גיל 15
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
קיבה - קיצור בלפרסקופ (טבעת)
בקע - הרניה ילדים עד גיל 15
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
וריד הספנה + ורידים רגל אחת
שד - כריתה
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
שד/בלוטת לימפה - ביופסיה
שד - כריתה חלקית
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
הוצאת גוש
בקע - הרניה מפשעתי בחתך / חוזר
בקע טבורי - ניתוח בחתך
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
בקע בדופן הבטן - לפרוסקופ
הוצאת גוש
טחורים + פיסטולה(פילונידל סינוס)
מפשעה - כריתת גוש
קיבה - קיצור בלפרסקופ (טבעת)
בקע - הרניה ילדים עד גיל 15
בקע - הרניה מפשעתי בחתך / חוזר
בקע חוזר בדופן הבטן/צלקת ניתוח
הוצאת גוש
בקע - הרניה מפשעתי בחתך / חוזר
פילונידל - סינוס/פיסטולקטומי
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
הוצאת גוש
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
",True,"כירורגיה   כללית
כירורגיה   כללית
"
שזר אבי,True,"כתף - אקרומיופלסטי + R.C + ACJ
כתף - ארט' - הדבקות,קרעים,סינבוקטו
כתף - ארט' ניתוחי - סובאקרומיאלי
כתף - ארט' ניתוחי + כריתה של המפרק
כתף - תיקון אי - יציבות
כתף - אקרומיופלסטי + R.C + ACJ
כתף - תיקון שבר פתוח בראש הזרוע
כתף - החלפה חלקית של המפרק
כתף - ארט' - הדבקות,קרעים,סינבוקטו
כתף - ארט' ניתוחי - סובאקרומיאלי
כתף - ארט' ניתוחי + כריתה של המפרק
כתף - תיקון אי - יציבות
כתף - אקרומיופלסטי + R.C + ACJ
כתף - תיקון שבר פתוח בראש הזרוע
כתף - ארט' ניתוחי - סובאקרומיאלי
כתף - ארט' ניתוחי + כריתה של המפרק
כתף - תיקון אי - יציבות
כתף - אקרומיופלסטי + R.C + ACJ
כתף - תיקון שבר פתוח בראש הזרוע
כתף - ארט' - הדבקות,קרעים,סינבוקטו
כתף - ארט' ניתוחי - סובאקרומיאלי
כתף - ארט' ניתוחי + כריתה של המפרק
כתף - תיקון אי - יציבות
כתף - אקרומיופלסטי + R.C + ACJ
כתף - החלפת מפרק
כתף - תיקון שבר פתוח בראש הזרוע
כתף - תיקון שבר פתוח בראש הזרוע
כתף - החלפה חלקית של המפרק
כתף - אקרומיופלסטי + R.C + ACJ
כתף - ארט' - הדבקות,קרעים,סינבוקטו
כתף - ארט' ניתוחי - סובאקרומיאלי
כתף - ארט' ניתוחי + כריתה של המפרק
כתף - תיקון אי - יציבות
כתף - אקרומיופלסטי + R.C + ACJ
כתף - תיקון שבר פתוח בראש הזרוע
כתף - החלפה חלקית של המפרק
",,
גבריאל אלסנר,,,True,"גניקולוגיה
"
יורם אברהמוב,,,True,"גניקולוגיה
"
ניר קליינמן,,,True,"אורולוגיה
"
ספוזניקוב שמעון,True,"בקע טבורי - לפרוסקופ
בקע בדופן הבטן - לפרוסקופ
בקע - הרניה מפשעתי בחתך / חוזר
בקע - הרניה מפשעתי בחתך - דו צדדי
",,
שניר איתן,True,"לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
",True,"כירורגית  לב
"
ארבל יואל,True,"צנתור אבחוני
צנתור טיפולי
",,
רם אדוארד,True,"בקע - הרניה מפשעתי בחתך / חוזר
פילונידל - סינוס/פיסטולקטומי
טחורים/פילונידל סינוס + פרי אנאל
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
בקע חוזר בדופן הבטן/צלקת ניתוח
בקע - הרניה מפשעתי בחתך / חוזר
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בקע - הרניה מפשעתי בחתך / חוזר
פילונידל - סינוס/פיסטולקטומי
טחורים/פילונידל סינוס + פרי אנאל
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
בקע חוזר בדופן הבטן/צלקת ניתוח
",,
ליברמן בועז,True,"מפרק ברך/ירך - השתלה מלאה
",,
בוקלמן אמיר,True,"ירוד/קטרקט עם השתלת עדשה רגילה
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
לייזר - PRP לסכרת (ארגון לייזר)
כלזיון,נבוס/גרנולומה לחמית/עפע
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - מחלות חסימתיות של כלי דם
לייזר - PRP + טיפול במקולה
לייזר - טיפול מקולה בסכרת
לייזר - לגלאוקומה LTP,ארידטומי
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - שינויים בהיקף הרשתית
לייזר - לקטרקט משני - יאג קפסולוט
לייזר - שינויים בהיקף הרשתית
לייזר - לקטרקט משני - יאג קפסולוט
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
לייזר - לקטרקט משני - יאג קפסולוט
ירוד/קטרקט עם השתלת עדשה רגילה
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
ירוד/קטרקט עם השתלת עדשה רגילה
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
ירוד/קטרקט עם השתלת עדשה רגילה
כלזיון,נבוס/גרנולומה לחמית/עפע
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - מחלות חסימתיות של כלי דם
לייזר - PRP + טיפול במקולה
לייזר - טיפול מקולה בסכרת
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - מחלות חסימתיות של כלי דם
לייזר - PRP + טיפול במקולה
לייזר - טיפול מקולה בסכרת
לייזר - לגלאוקומה LTP,ארידטומי
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - שינויים בהיקף הרשתית
לייזר - לקטרקט משני - יאג קפסולוט
פטריגיום עם השתלת לחמית
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - מחלות חסימתיות של כלי דם
לייזר - PRP + טיפול במקולה
לייזר - טיפול מקולה בסכרת
לייזר - לגלאוקומה LTP,ארידטומי
לייזר - PRP לסכרת (ארגון לייזר)
לייזר - שינויים בהיקף הרשתית
לייזר - לקטרקט משני - יאג קפסולוט
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
",True,"עיניים
"
